,date,developerResponse,review,rating,isEdited,userName,title
10,2021-08-15 18:25:36,"{'id': 24555354, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T11:51:08Z'}","Tôi chưa gặp vấn đề gì với Shopee để đánh giá thấp cả, nhưng việc mời Lũ hậu pr là không thể chấp nhận được. Mời cái loại sao hạng F, không có đạo Đức, dối trá, lươn lẹo, lừa đảo làm đại diện để nói lên là app cũng dối trá như cô ta à???",1,False,lightprincess89,"Quá kém, quá tệ"
11,2021-08-15 08:08:21,"{'id': 24546645, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T06:30:17Z'}","Thuỷ tiên, công vinh là 1 cặp vc lươn lẹo, lừa thầy phản bạn, dối trá và thiếu tôn trọng người khác.",1,False,XUÂN TRỤ,Xuân Trụ
12,2021-08-15 03:08:18,"{'id': 24545778, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T05:56:21Z'}","Từ ngày shopee chọn Thuỷ Tiên  quảng cáo tui sẽ mua qua lazada vừa rẻ hon vừa freeship vừa đỡ thấy bản mặt cô Thuỷ Tiên đã ăn chặn tiền từ thiện, hôi công của dân Hà Tĩnh khi ủng hộ chi tp HCM, quảng cáo sai sự thật thiếu kiến thức, quảng cáo nhãn nào cũg đều có những caption rất thiếu kiến thức và vả nhau đôm đốp, ko hiểu sao shopee lại chọn Thuỷ Tiên??? Chia tay shopee nha!",1,False,sukkjang,Tẩy chay Thuỷ Tiên
13,2021-08-12 07:49:23,,"Bọn shopee lừa đảo xong nó rêu rao trên các phương tiện truyền thông là nó bảo vệ người tiêu dùng. Bọn này nó rêu rao cả trên này dưới những bình luận xấu mà người tiêu dùng bình luận sau khi bị lừa, thực tế chúng nó coi thường pháp luật, coi thường người tiêu dùng, trục lợi từ tiền chiếm đoạt. Cộng đồng thận trọng với loại này, tốt nhất không dây dưa với nó để nó lừa gì mình trước khi nó bị pháp luật trừng trị.",1,False,TTCTeX,Trùm lừa đảo shopee 2 mặt
14,2021-08-01 11:44:39,"{'id': 24276563, 'body': 'Chào bạn Dtt.Trúc, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-08-03T02:15:08Z'}","Do dịch covid các đơn vị vận chuyển tự ý huỷ đơn khi không giao được nhưng lại cập nhật do người nhận không nhận, không liên lạc được, người nhận từ chối nhận hàng, ảnh hưởng đến uy tín người mua",1,False,Dtt.Trúc,Tự huỷ đơn
15,2021-09-26 12:15:53,"{'id': 25360661, 'body': 'Chào bạn ,cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-09-28T05:04:11Z'}",Mua đôi giày tặng ng yêu mà tới khi ng yêu bỏ cũng chưa nhận được,1,False,Tiongn nguyen,Quá thất vọng Shopee express
16,2021-08-15 09:36:40,"{'id': 24553083, 'body': 'Chào bạn ,cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-08-17T09:50:44Z'}",1* vì thuê Thuỷ Tiên,1,False,svnhtv,Thuỷ Tiên - 1*
17,2021-08-15 08:56:14,"{'id': 24553687, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T10:18:43Z'}",Cho 1sao vì ko tìm hiểu kỹ gương mặt đại diện là Tiên lũ- chuyên ăn chặn tiền từ thiện của dân.,1,False,myhatrando,Chọn gương mặt đại diện
18,2021-08-15 03:21:36,"{'id': 24545740, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T05:54:41Z'}","1 người dính đầy thị phi, không minh bạch trong tài chính của các mạnh thường quân, lươn lẹo xúc phạm bác Trưởng Thôn mà ko có lấy 1 lời xin lỗi hay đính chính, không đủ đạo đức mà lại đc mời quảng cáo cho 1 trong những sàn thương mại điện tử lớn nhất Việt Nam ??? Quá thất vọng",1,False,Tại sao lại mời thuỷ tiên,Tại sao lại mời Thuỷ Tiên ?
19,2021-08-15 10:48:14,"{'id': 24553128, 'body': 'Chào bạn ,cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-08-17T09:52:48Z'}","T thành viên kim cương r đấy, thứ 1 là đi thuê mụ lương quảng cáo, thứ 2 chuyên mã ảo toàn mới ra đã hết, chờ săn mã như không. Ngày càng mắc cho 0*",1,False,MinhDao--,Nay còn thuê cả lux QC à
20,2021-07-30 07:57:02,"{'id': 24242010, 'body': 'Chào bạn latizakida , cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-08-01T15:21:12Z'}","mùa dịch cố tình nhận đơn dù biết ko đủ khả năng giao làm ảnh hưởng đến người bán và người mua + chất lượng sản phẩm của đồ ăn tươi bị ảnh hưởng. Shopee ơi mong ra bạn sẽ bị tẩy chay sau mùa dịch vì thái độ làm việc ko tôn trọng khách hàng nhé ;) chú ý khuyên mọi người nên đến cửa hàng mua trực  tiếp hoặc mua trên webside của shop đó , hoặc có thể dùng lazada và tiki thay vì shopee nhé",1,False,latizakida,làm ăn ko ra gì
21,2021-08-15 09:29:42,,Con ca sĩ hết thời chuyên ăn bám từ thiện Thuỷ Lũ,1,False,ncmmjshisjjs,Con ca sĩ hết thời chuyên ăn bám từ thiện Thuỷ Lũ
22,2021-08-15 09:42:31,"{'id': 24553485, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T10:08:19Z'}","Tẩy chay vì hợp tác với Thuỷ Tiên , KOL lươn lẹo không minh bạch sao kê từ thiện",1,False,Deadstr0ke,Tẩy chay vì hợp tác với Thuỷ Tiên
23,2020-04-23 06:04:36,"{'id': 14862066, 'body': 'Chào bạn, Shopee rất tiếc về bất tiện bạn gặp phải. Shopee xin ghi nhận ý kiến của bạn để tiếp tục phát triển ứng dụng và dịch vụ tốt hơn trong tương lai ạ. Nếu cần Shopee hỗ trợ, bạn liên hệ trực tiếp qua https://help.shopee.vn/vn/s/contactus nhé.', 'modified': '2020-04-23T10:52:03Z'}",quá tệ vo luc nào cũng dk 1 2phut la dag ra ko bit bao nhiu lan rat la buc mjh,1,False,cjgzvmusamjisch,tệ
24,2021-08-15 08:10:30,"{'id': 24546610, 'body': 'Chào bạn ,cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-08-17T06:28:37Z'}",Thuỷ Tiên ko xứng đáng đại diện hình anh của Shopee !,1,False,ok123xyz,Quá tệ !
25,2021-08-15 03:03:16,"{'id': 24545393, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T05:34:34Z'}","Haha, đường đường là 1 app mua sắm mà mời ng ăn chặn tiền từ thiện để PR, vậy hiểu rồi
Đội ngũ Marketing của Shopee thay đc rồi đó, bao đời nay toàn mời ng đại diện gây ảnh hưởng xấu",1,False,BYNP,App mời Lũ Hậu Thủy Tiên quảng cáo
26,2021-08-15 02:38:55,"{'id': 24546239, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T06:16:17Z'}",Shopee bất chấp làm việc với 1 kẻ làm từ thiện ko minh bạch. Lời nói lươn lẹo trước sau ko thật.,1,False,Lươn Từ Thiện,Tảy chay Lươn Thuỷ Tiên
27,2021-08-15 07:44:38,"{'id': 24546369, 'body': 'Chào bạn ,cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-08-17T06:20:10Z'}",App hết người quảng cáo hay sao phai mời con lũ hậu A4 lm quãng cáo vậy xin xoá app chuyển qua lazada dùng,1,False,p lái,Haizzz
28,2021-08-15 02:14:50,"{'id': 24545256, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T05:21:33Z'}","1001 LÝ DO CỦA CHỊ TIÊN LŨ khiến chúng tôi tẩy chay:
- Photoshop nhà bác trưởng xóm: Tại người đưa ảnh.
- Phát tiền không đồng đều để làng họ cãi nhau: Tại làng họ thích.
- Lén đóng mở tài khoản: Tại anh Vinh la.
- Giang hồ đến nhà anti: Tại fan yêu quý đòi công bằng.
- Nói ng.u bị chụp comment lại: Do antifan photoshop.
- Không sao kê đầu ra chi tiết: Tại trời mưa dễ ướt giấy.
- Không sao kê chi tiết đầu vào: Tại nhiều giao dịch quá ngân hàng không in.
- Không nhờ người giám sát, phân phát giúp: Tại Tiên không tin ai hết.
- Phù hợp tiêu chí nhưng không phát quà: Tại đeo vàng, sơn móng tay, trưởng xóm...
- MV khoe thân bị flop: Do fan đều có tuổi, không cày view.
- Đi từ thiện về xây nhà mới: Tại thợ khoan móng làm đổ tường.
- Không trả tiền 30 triệu chuyển nhầm lần 1: Tại ảnh chứng minh thư khác ảnh Zalo 
- Không trả tiên 30 triệu chuyển nhầm lần 2: Tại không phân biệt được số tài khoản với số thẻ.
- Quảng cáo App Cá độ bóng đá: Tại Agency.
- Chụp ảnh bán Nude: Tại thợ chụp ảnh lừa.
- Bị chửi nhiều quá phải xóa bài: Tại facebook xóa do quyền riêng tư.
- Khắc tên lên mai Rùa: Tại sư ông.
- Không ai chơi cùng: Tại chị tu thân.",1,False,GinnyQA,#tẩychaythuỷtiên
29,2021-03-04 01:52:10,"{'id': 21464353, 'body': 'Chào bạn việt nam ♥️♥️, cảm ơn bạn đã phản hồi. Shopee rất vui khi nhận được góp ý tích cực từ bạn. Chúc bạn có nhiều trải nghiệm khi mua sắm tại Shopee nha. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-03-05T08:15:32Z'}",Mua quả bóng 8k về đến nhà tiền gấp 7 lần 🥴,1,False,việt nam ♥️♥️,Đắt.....!
30,2020-07-21 17:19:54,"{'id': 16793853, 'body': 'Chào bạn, cám ơn phản hồi của bạn ạ. Shopee rất tiếc vì những trải nghiệm chưa được hài lòng của bạn. Shopee xin ghi nhận ý kiến từ bạn để tiếp tục phát triển ứng dụng và dịch vụ tốt hơn trong tương lai. Nếu cần hỗ trợ thêm, bạn liên hệ trực tiếp qua https://help.shopee.vn/vn/s/contactus giúp Shopee nhé', 'modified': '2020-07-22T02:59:54Z'}","Trải nghiệm app rất khó chịu!

Thường xuyên bị đứng máy, sập app, trượt màn hình lúc không nhạy, lúc quá nhạy lại thành thao tác chọn😡😡😡

Voucher giảm giá up tùm lum, làm ơn nhét hết vào một trang dùm cái, lướt hết chỗ này chỗ nọ mới ra cái voucher

Ghét nhất là mỗi lần giựt voucher, giật đc rồi áp vào sử dụng toàn bị kêu đã hết lượt dùng???? Hỏi thì bảo voucher số lượng có hạn thế nọ thế kia😡😡😡

Voucher số lượng có hạn, ai không giật được thì có dòng “Đã hết mã” to lù lù có ai nói gì đâu, đằng này lưu được vào ví, kiểm tra còn sử dụng được hẳn hoi, đến lúc cần dùng lại kêu không dùng được, làm ăn kiểu lừa đảo😡😡😡",1,False,cikidon,App thực sự sập xệ
31,2019-10-25 00:45:55,"{'id': 11465006, 'body': 'Chào bạn, cám ơn phản hồi của bạn. Shopee rất tiếc với những trải nghiệm chưa được hài lòng của bạn vừa qua. Bạn có thể liên hệ tổng đài 19001221 hoặc hộp thư hỗ trợ support@shopee.vn cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé.', 'modified': '2019-10-25T08:28:10Z'}","Thời đại nào rồi mà làm app ko tương thích với ipad , màn hình co lại ko full lại rất khó chịu , ai muốn trải nghiệm online shopping màn hình to thì nên cài lazada chứ đừng cài cái app củ loz này thêm bực",1,False,blackjack0688,App shopping tệ nhất
32,2021-08-15 03:18:08,"{'id': 24545472, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-17T05:39:34Z'}",Tôi đánh giá 1 sao ví shopee mời 1 ca sĩ không có tư cách trục lợi từ thiện làm đại diện quảng cáo,1,False,Anhgaubeo,Tẩy chay ca sĩ thuỷ tiên
33,2021-08-15 03:06:10,"{'id': 24545690, 'body': 'Chào bạn ,cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2021-08-17T05:52:46Z'}","Càng ngày phí ship càng cao, lại mời ngay Tiên lũ làm quảng cáo, người không minh bạch trong từ thiện, mượn hoa dâng Phật",1,False,Thuỷ Tiên hãy sao kê,Chán
34,2021-08-16 20:12:01,"{'id': 24570237, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Rất cảm ơn thông tin góp ý của bạn. Với tinh thần luôn lắng nghe và tiếp nhận các phản hồi từ các bạn, Shopee xin ghi nhận thông tin của bạn một cách đầy trân trọng. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-08-18T06:45:57Z'}","Rất không đồng ý với việc Shopee chọn Thuỷ Tiên làm KOL, một nhân vật ăn chặn tiền từ thiện, lừa đảo nhà hảo tâm, xem thường bà con nghèo khổ, sát sinh động vật, phản động, hỗn láo với người già,... Đề nghị Shopee nên có một bài viết xin lỗi cộng đồng người dùng sau sự việc này để chứng tỏ Shopee tôn trọng và đáng để người Việt tin tưởng!!!",1,False,Like69boss,Cần xem lại cách lựa chọn KOLs
35,2023-05-29 16:03:39,,"tẩy chay app
HỢP TÁC VỚI VHL LÀ ĐỐI ĐẦU VỚI HÀNG TRIỆU NTD VIỆT NAM!!!
Koc Võ Hà Linh là gương mặt đang gặp làn sóng chỉ trích hàng đầu Việt Nam bởi các trang báo, đài Truyền Hình chính thống và hàng triệu người tiêu dùng.  Chung tôi là người tiêu dùng Việt Nam đã  tin tưởng và ủng hộ shopee. Chúng tôi không đồng ý và cực lực phản đối các thương hiệu/sàn TMĐT sử dụng KOC VHL trong mọi chiến lược và khía cạnh quảng cáo. Chúng tôi hướng đến một môi trường tiêu dùng tích cực và trong sạch nên chúng tôi xin khẳng định lại một lần nữa. Nếu sàn/brand sử dụng KOC này cho tất cả các chiến dịch quảng cáo của mình, chúng tôi và cộng đồng người tiêu dùng tại Việt Nam sẽ thống nhất tẩy chay/delete app.",1,False,cett123,tẩy chay võ hà linh
